customer_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01448,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,63.97,2111.01,Yes
CUST01449,Female,0,No,No,47,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,94.81,4456.07,Yes
CUST01450,Female,0,No,Yes,52,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,103.99,5407.48,No
CUST01451,Male,1,No,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,112.85,,Yes
CUST01452,Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer,78.25,2582.25,No
CUST01453,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Bank transfer,97.85,5871.0,No
CUST01454,Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Electronic check,69.46,1458.66,No
CUST01455,Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card,24.17,1401.86,No
CUST01456,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card,35.52,2450.88,No
CUST01457,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,32.82,328.2,Yes
CUST01458,Female,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.18,223.08,Yes
CUST01459,Male,0,Yes,Yes,13,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,21.02,273.26,No
CUST01460,Male,1,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,105.87,6881.55,No
CUST01461,Male,1,Yes,Yes,20,Yes,Yes,No,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card,76.01,1520.2,No
CUST01462,Male,0,No,No,57,Yes,Yes,No,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,58.32,3324.24,Yes
CUST01463,Male,0,Yes,Yes,46,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,60.98,2805.08,No
CUST01464,Male,0,Yes,No,8,Yes,No phone service,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,66.34,530.72,No
CUST01465,Female,0,Yes,Yes,10,Yes,Yes,No,,No,No internet service,Yes,No,Yes,One year,No,Credit card,27.39,273.9,Yes
CUST01466,Female,0,No,Yes,67,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,47.47,3180.49,No
CUST01467,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Mailed check,105.16,1156.76,Yes
CUST01468,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.37,1132.44,No
CUST01469,Male,0,No,Yes,10,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,76.34,763.4,Yes
CUST01470,Male,0,No,No,25,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,68.07,1701.75,No
CUST01471,Female,1,No,No,49,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,45.9,2249.1,No
CUST01472,Male,1,No,No,49,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,67.13,3289.37,No
CUST01473,Female,0,Yes,Yes,11,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,79.79,877.69,Yes
CUST01474,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,91.26,5658.12,No
CUST01475,Female,1,No,Yes,36,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,36.66,1319.76,No
CUST01476,Male,0,No,Yes,39,Yes,No phone service,DSL,,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,101.31,3951.09,No
CUST01477,Female,0,No,Yes,53,Yes,No,No,,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,54.58,2892.74,Yes
CUST01478,Female,0,No,No,56,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,70.33,3938.48,No
CUST01479,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,80.79,80.79,Yes
CUST01480,Male,0,Yes,No,56,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,68.81,3853.36,No
CUST01481,Male,1,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,77.2,308.8,Yes
CUST01482,Female,1,Yes,Yes,30,No,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,31.15,934.5,No
CUST01483,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,63.22,758.64,No
CUST01484,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,48.05,1681.75,Yes
CUST01485,Male,1,Yes,No,52,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,28.6,1487.2,No
CUST01486,Male,0,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,39.16,1213.96,No
CUST01487,Male,1,Yes,No,68,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,80.24,5456.32,No
CUST01488,Male,0,Yes,No,52,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.67,2062.84,Yes
CUST01489,Male,0,Yes,No,7,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,38.11,266.77,No
CUST01490,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,75.28,1656.16,No
CUST01491,Male,0,Yes,No,56,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.47,6186.32,Yes
CUST01492,Male,0,Yes,No,58,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,98.87,5734.46,No
CUST01493,Female,0,No,No,64,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,110.51,7072.64,Yes
CUST01494,Female,0,No,No,12,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,78.3,939.6,No
CUST01495,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,60.99,426.93,Yes
CUST01496,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,92.96,5112.8,Yes
CUST01497,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.14,2860.68,No
CUST01498,Male,1,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Electronic check,27.81,1529.55,No
CUST01499,Male,0,No,No,36,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,54.46,1960.56,No
CUST01500,Male,1,No,Yes,24,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,49.92,1198.08,No
CUST01501,Female,0,No,Yes,44,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,One year,No,Credit card,87.55,3852.2,No
CUST01502,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,75.14,1277.38,No
CUST01503,Male,1,No,Yes,2,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,33.83,67.66,No
CUST01504,Male,0,Yes,Yes,13,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,110.85,1441.05,No
CUST01505,Male,0,No,Yes,31,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,79.33,2459.23,No
CUST01506,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer,65.77,1841.56,Yes
CUST01507,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,113.72,6823.2,No
CUST01508,Female,1,Yes,Yes,27,Yes,No phone service,No,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer,29.73,802.71,No
CUST01509,Female,1,No,No,15,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,98.96,1484.4,Yes
CUST01510,Male,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,56.47,1863.51,No
CUST01511,Male,1,No,No,20,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.54,1790.8,No
CUST01512,Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card,113.07,4748.94,Yes
CUST01513,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,71.77,861.24,No
CUST01514,Female,0,No,No,23,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,22.26,511.98,No
CUST01515,Female,1,Yes,No,14,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,22.88,320.32,No
CUST01516,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,53.06,1326.5,No
CUST01517,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,98.17,3043.27,No
CUST01518,Female,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.83,,No
CUST01519,Male,0,No,Yes,5,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,53.45,267.25,No
CUST01520,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,98.45,1279.85,No
CUST01521,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card,31.62,885.36,No
CUST01522,Male,0,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Mailed check,104.68,4501.24,No
CUST01523,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,46.58,2189.26,No
CUST01524,Male,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card,25.12,1783.52,No
CUST01525,Male,0,No,No,38,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,31.73,1205.74,No
CUST01526,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,115.26,7722.42,No
CUST01527,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,65.13,4038.06,No
CUST01528,Female,0,Yes,Yes,39,No,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card,45.64,1779.96,No
CUST01529,Female,1,No,No,37,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,No,Bank transfer,72.13,2668.81,No
CUST01530,Female,0,No,No,8,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,88.23,705.84,No
CUST01531,Female,1,No,Yes,52,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,51.88,2697.76,No
CUST01532,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,92.53,3053.49,No
CUST01533,Male,0,Yes,No,42,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,45.23,1899.66,Yes
CUST01534,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.23,843.21,No
CUST01535,Female,1,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,74.97,599.76,Yes
CUST01536,Male,0,Yes,Yes,23,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,35.11,807.53,No
CUST01537,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,114.05,7299.2,No
CUST01538,Female,0,Yes,No,20,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,20.04,400.8,Yes
CUST01539,Male,0,No,Yes,16,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,95.57,1529.12,Yes
CUST01540,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,47.95,815.15,No
CUST01541,Male,0,No,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card,104.61,1987.59,No
CUST01542,Female,1,Yes,No,8,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card,26.02,208.16,No
CUST01543,Male,0,Yes,No,38,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer,115.3,4381.4,No
CUST01544,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,30.14,1145.32,Yes
CUST01545,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,98.79,5235.87,No
CUST01546,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,71.73,2223.63,No
CUST01547,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,63.04,2773.76,No
CUST01548,Male,0,No,No,60,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,48.02,2881.2,No
CUST01549,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,104.14,1770.38,No
CUST01550,Male,0,No,No,39,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Mailed check,39.98,1559.22,No
CUST01551,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,92.12,3869.04,No
CUST01552,Male,1,No,No,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card,64.58,3099.84,No
CUST01553,Female,1,Yes,No,12,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Bank transfer,119.85,1438.2,Yes
CUST01554,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,81.14,1460.52,No
CUST01555,Male,1,No,No,6,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,30.42,182.52,No
CUST01556,Female,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.95,2663.85,No
CUST01557,Male,0,No,Yes,35,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer,26.63,932.05,No
CUST01558,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card,48.57,2622.78,No
CUST01559,Male,0,No,No,62,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,54.33,3368.46,No
CUST01560,Male,0,No,Yes,69,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card,105.32,7267.08,No
CUST01561,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,103.8,1660.8,No
CUST01562,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,21.16,169.28,No
CUST01563,Female,0,No,No,31,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,73.23,2270.13,No
CUST01564,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,42.35,423.5,No
CUST01565,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,52.01,2912.56,No
CUST01566,Male,0,Yes,Yes,70,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card,22.17,1551.9,No
CUST01567,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,94.97,1899.4,No
CUST01568,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer,115.06,575.3,No
CUST01569,Female,1,No,No,23,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,41.93,964.39,No
CUST01570,Female,0,Yes,No,9,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,54.18,487.62,Yes
CUST01571,Female,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,40.64,2357.12,Yes
CUST01572,Female,0,Yes,No,59,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,113.0,6667.0,No
CUST01573,Female,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,No,Credit card,20.94,1130.76,No
CUST01574,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,78.39,3605.94,No
CUST01575,Male,0,Yes,No,22,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,107.08,2355.76,No
CUST01576,Male,1,No,Yes,64,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card,38.63,2472.32,No
CUST01577,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.0,632.0,No
CUST01578,Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card,25.06,501.2,No
CUST01579,Male,0,No,No,51,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,101.46,,No
CUST01580,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,47.44,1850.16,No
CUST01581,Female,1,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,118.88,4398.56,No
CUST01582,Male,0,Yes,Yes,50,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,112.2,5610.0,No
CUST01583,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,93.25,3170.5,No
CUST01584,Female,0,No,No,33,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,69.68,2299.44,No
CUST01585,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer,96.66,2996.46,No
CUST01586,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.06,1785.24,No
CUST01587,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,51.02,2244.88,No
CUST01588,Male,0,No,Yes,34,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,22.69,771.46,No
CUST01589,Female,0,Yes,No,71,Yes,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,84.5,5999.5,No
CUST01590,Female,1,No,No,62,Yes,Yes,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card,100.55,6234.1,No
CUST01591,Male,1,Yes,Yes,23,No,No phone service,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,114.63,2636.49,No
CUST01592,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,88.65,4077.9,No
CUST01593,Female,0,No,Yes,56,No,No,No,,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,93.21,5219.76,No
CUST01594,Female,0,No,No,7,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,109.55,766.85,Yes
CUST01595,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.64,6932.04,No
CUST01596,Female,0,No,No,3,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,69.13,207.39,Yes
CUST01597,Male,0,Yes,Yes,38,Yes,No phone service,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,30.98,1177.24,No
CUST01598,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Bank transfer,66.64,2265.76,Yes
CUST01599,Male,0,No,Yes,44,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card,75.61,,No
CUST01600,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,83.15,2494.5,Yes
CUST01601,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,118.93,2021.81,No
CUST01602,Female,0,Yes,No,59,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,111.76,6593.84,No
CUST01603,Male,0,Yes,No,10,No,Yes,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,59.64,596.4,Yes
CUST01604,Female,0,No,Yes,18,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,31.35,564.3,No
CUST01605,Male,0,No,No,45,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,41.48,1866.6,No
CUST01606,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,37.38,2205.42,No
CUST01607,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card,55.6,3447.2,No
CUST01608,Female,0,Yes,No,59,Yes,Yes,No,,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,107.65,6351.35,No
CUST01609,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer,63.8,3126.2,No
CUST01610,Male,1,Yes,Yes,63,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.73,4833.99,No
CUST01611,Female,0,No,No,32,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,37.92,1213.44,No
CUST01612,Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.28,692.8,Yes
CUST01613,Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.36,1180.96,Yes
CUST01614,Female,0,Yes,Yes,70,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,97.35,6814.5,No
CUST01615,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,28.12,1743.44,No
CUST01616,Male,0,Yes,Yes,47,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,106.21,4991.87,No
CUST01617,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,47.38,1610.92,No
CUST01618,Female,1,No,Yes,17,Yes,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,86.57,1471.69,Yes
CUST01619,Male,0,Yes,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,34.64,1870.56,Yes
CUST01620,Male,0,No,No,40,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,87.46,3498.4,No
CUST01621,Female,1,Yes,Yes,19,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,23.57,447.83,No
CUST01622,Female,0,Yes,Yes,67,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,80.06,5364.02,Yes
CUST01623,Female,1,No,No,53,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,84.59,4483.27,No
CUST01624,Female,0,No,No,64,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Two year,No,Credit card,44.45,2844.8,No
